Country,Region,Happiness Rank,Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,Year,Lower Confidence Interval,Upper Confidence Interval,Happiness.Rank,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption,Regional indicator,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,RANK,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita
India,,,3.819,,,,,,,0.089,,2021,,,,,,,,,,,,0.603,60.633,0.893,0.774,South Asia,0.026,3.869,3.769,8.755,2.43,0.741,0.316,0.383,0.622,0.246,0.106,1.405,,,,,
Burundi,,,3.775,,,,,,,-0.024,,2021,,,,,,,,,,,,0.49,53.4,0.626,0.607,Sub-Saharan Africa,0.107,3.985,3.565,6.635,2.43,0.0,0.062,0.155,0.298,0.172,0.212,2.876,,,,,
Yemen,,,3.658,,,,,,,-0.147,,2021,,,,,,,,,,,,0.832,57.122,0.602,0.8,Middle East and North Africa,0.07,3.794,3.521,7.578,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,,,,,
"Tanzania, United Republic of",,,3.623,,,,,,,0.183,,2021,,,,,,,,,,,,0.702,57.999,0.833,0.577,Sub-Saharan Africa,0.071,3.762,3.485,7.876,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,,,,,
Haiti,,,3.615,,,,,,,0.422,,2021,,,,,,,,,,,,0.54,55.7,0.593,0.721,Latin America and Caribbean,0.173,3.953,3.276,7.477,2.43,0.294,0.173,0.227,0.257,0.463,0.139,2.06,,,,,
Malawi,,,3.6,,,,,,,0.038,,2021,,,,,,,,,,,,0.537,57.948,0.78,0.729,Sub-Saharan Africa,0.092,3.781,3.419,6.958,2.43,0.113,0.168,0.298,0.484,0.213,0.134,2.19,,,,,
Lesotho,,,3.512,,,,,,,-0.131,,2021,,,,,,,,,,,,0.787,48.7,0.715,0.915,Sub-Saharan Africa,0.12,3.748,3.276,7.926,2.43,0.451,0.731,0.007,0.405,0.103,0.015,1.8,,,,,
Botswana,,,3.467,,,,,,,-0.246,,2021,,,,,,,,,,,,0.784,59.269,0.824,0.801,Sub-Saharan Africa,0.074,3.611,3.322,9.782,2.43,1.099,0.724,0.34,0.539,0.027,0.088,0.648,,,,,
Rwanda,,,3.415,,,,,,,0.061,,2021,,,,,,,,,,,,0.552,61.4,0.897,0.167,Sub-Saharan Africa,0.068,3.548,3.282,7.676,2.43,0.364,0.202,0.407,0.627,0.227,0.493,1.095,,,,,
Zimbabwe,,,3.145,,,,,,,-0.047,,2021,,,,,,,,,,,,0.75,56.201,0.677,0.821,Sub-Saharan Africa,0.058,3.259,3.03,7.943,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,,,,,
Afghanistan,,,2.523,,,,,,,-0.102,,2021,,,,,,,,,,,,0.463,52.493,0.382,0.924,South Asia,0.038,2.596,2.449,7.695,2.43,0.37,0.0,0.126,0.0,0.122,0.01,1.895,,,,,
Finland,,,7.821000099182129,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.258108377456665,0.775206446647644,0.7355902194976807,0.1087330505251884,0.5336580872535706,,1.0,7.886425495147705,7.755574703216553,2.518051624298096,1.8916280269622805
Denmark,,,7.636199951171875,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2426812648773191,0.7766435146331787,0.7189184427261353,0.1876257061958313,0.5320789217948914,,2.0,7.709897041320801,7.562502861022949,2.2256317138671875,1.952594876289368
Iceland,,,7.557499885559082,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.3199135065078735,0.802621603012085,0.7181944847106934,0.2696161270141601,0.191204234957695,,3.0,7.651075839996338,7.463923931121826,2.3201847076416016,1.9357264041900637
Switzerland,,,7.511600017547607,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2260738611221311,0.8220476508140564,0.6769469380378723,0.1468217074871063,0.4610044062137604,,4.0,7.5863938331604,7.4368062019348145,2.1527462005615234,2.0259697437286377
Netherlands,,,7.414899826049805,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.205848217010498,0.7867376208305359,0.650681734085083,0.2710764706134796,0.4190830886363983,,5.0,7.4712653160095215,7.358534336090088,2.136936664581299,1.944577932357788
Luxembourg,,,7.403999805450439,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1545246839523315,0.7903646230697632,0.6997277736663818,0.1202028840780258,0.3881199657917022,,6.0,7.50134801864624,7.306651592254639,2.041680335998535,2.209395408630371
Sweden,,,7.384300231933594,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.20404314994812,0.8026081919670105,0.7237046957015991,0.2179296463727951,0.5122383832931519,,7.0,7.454091072082519,7.314509391784668,2.003476142883301,1.9202585220336916
Norway,,,7.365099906921387,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.239048719406128,0.7860307097434998,0.7276478409767151,0.2166402488946914,0.4739991426467895,,8.0,7.439799308776855,7.290400505065918,1.9245843887329104,1.9971911907196045
Israel,,,7.363800048828125,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2209957838058472,0.8176369667053223,0.5676404237747192,0.1548376381397247,0.1426141560077667,,9.0,7.426287651062012,7.301312446594238,2.634107112884521,1.8259295225143437
New Zealand,,,7.19980001449585,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2346335649490356,0.7521170377731323,0.6797534227371216,0.2446611374616623,0.4830028116703033,,10.0,7.279399394989014,7.1202006340026855,1.9535832405090328,1.8520405292510984
Austria,,,7.163000106811523,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1652566194534302,0.7737501859664917,0.6227887272834778,0.1932794749736786,0.3291270434856415,,11.0,7.236604690551758,7.089395523071289,2.147515296936035,1.9313225746154783
Australia,,,7.162099838256836,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.203384280204773,0.7723036408424377,0.6764959692955017,0.2576091587543487,0.3410457968711853,,12.0,7.24352216720581,7.080677509307861,2.011331558227539,1.899888515472412
Ireland,,,7.040800094604492,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1656070947647097,0.7788048386573792,0.6267539262771606,0.1896840333938598,0.4076792299747467,,13.0,7.120751857757568,6.960848331451416,1.743192195892334,2.1290323734283447
Germany,,,7.03410005569458,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0875364542007446,0.7759007811546326,0.5851035714149475,0.1625509113073349,0.3576056063175201,,14.0,7.121578693389893,6.946621417999268,2.1416497230529785,1.9237384796142576
Canada,,,7.025100231170654,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.18776273727417,0.7831433415412903,0.658886194229126,0.2169653922319412,0.3682062327861786,,15.0,7.107068538665772,6.943131923675537,1.9236388206481931,1.8864532709121704
United States,,,6.976799964904785,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1816372871398926,0.6281335353851318,0.5742728114128113,0.2200416177511215,0.1767122149467468,,16.0,7.065357208251953,6.888242721557617,2.213618278503418,1.9823453426361084
United Kingdom,,,6.942500114440918,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1430999040603638,0.7499578595161438,0.5965437293052673,0.2890751957893371,0.3291866481304168,,17.0,7.01768684387207,6.867313385009766,1.9674549102783203,1.8671802282333372
Czechia,,,6.9197998046875,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2600810527801514,0.7150060534477234,0.6603860259056091,0.1584600359201431,0.0482070073485374,,18.0,7.028676509857178,6.810923099517822,2.2626395225524902,1.8150155544281008
Belgium,,,6.804999828338623,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1061527729034424,0.7636563181877136,0.4919430017471313,0.0493561327457428,0.2035411447286605,,19.0,6.889688014984131,6.720311641693115,2.2831368446350098,1.9072577953338623
France,,,6.686699867248535,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2186006307601929,0.8076454401016235,0.5671940445899963,0.0698990821838378,0.2656324803829193,,20.0,6.758274555206299,6.615125179290772,1.8949899673461916,1.862690567970276
Bahrain,,,6.646900177001953,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0289300680160522,0.6248905062675476,0.6929103136062622,0.1992599964141845,0.1545918583869934,,21.0,6.779462814331055,6.514337539672852,2.092353343963623,1.8539786338806152
Slovenia,,,6.630099773406982,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2490571737289429,0.7694127559661865,0.6845259666442871,0.1178140193223953,0.1147523671388626,,22.0,6.718324661254883,6.541874885559082,1.8848772048950195,1.80962073802948
Costa Rica,,,6.581999778747559,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.054443597793579,0.7442119717597961,0.6613852977752686,0.0889740139245987,0.1024052947759628,,23.0,6.683391094207764,6.4806084632873535,2.3462867736816406,1.5842736959457395
United Arab Emirates,,,6.576000213623047,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9795715808868408,0.6327618956565857,0.7020320296287537,0.2037053108215332,0.2504412233829498,,24.0,6.660160064697266,6.491840362548828,1.809410095214844,1.998103141784668
Saudi Arabia,,,6.522799968719482,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.09208345413208,0.5768461227416992,0.6507883667945862,0.0784182623028755,0.1803727895021438,,25.0,6.636561393737793,6.409038543701172,2.0747365951538086,1.869549036026001
"Taiwan, Province of China",,,6.512499809265137,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0952037572860718,0.7326737642288208,0.5422512888908386,0.0750326290726661,0.1682404279708862,,26.0,6.5964674949646,6.428532123565674,2.002191066741944,1.8968870639801023
Singapore,,,6.480199813842773,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.127399444580078,0.8508744239807129,0.6715790629386902,0.1626960039138794,0.5868280529975891,,27.0,6.5686116218566895,6.391788005828857,0.9321718215942384,2.148613929748535
Romania,,,6.477000236511231,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0061519145965576,0.6554091572761536,0.6052556037902832,0.0392720475792884,0.0061435084789991,,28.0,6.574841022491455,6.379159450531006,2.445876121520996,1.7188928127288818
Spain,,,6.47629976272583,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.211014986038208,0.8083633184432983,0.5049465894699097,0.101461537182331,0.1490138918161392,,29.0,6.560458183288574,6.392141342163086,1.89337158203125,1.8080835342407229
Uruguay,,,6.473599910736084,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1796176433563232,0.6720983982086182,0.6649817228317261,0.1026144102215766,0.2652441263198852,,30.0,6.561542510986328,6.38565731048584,1.97449254989624,1.6145362854003906
Italy,,,6.466700077056885,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0517305135726929,0.8011638522148132,0.4124963581562042,0.0853471308946609,0.0592584982514381,,31.0,6.570244312286377,6.363155841827393,2.22244930267334,1.834216833114624
Kosovo,,,6.455100059509277,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9493407011032104,0.5694798827171326,0.5988550186157227,0.3091844320297241,0.035009104758501,,32.0,6.5713725090026855,6.338827610015869,2.631157159805298,1.3621175289154053
Malta,,,6.446899890899658,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.168923258781433,0.7889099717140198,0.6791720986366272,0.1742989420890808,0.1658427417278289,,33.0,6.534525871276856,6.359273910522461,1.631462574005127,1.8382794857025144
Lithuania,,,6.4456000328063965,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.203661322593689,0.6592584848403931,0.4956596195697784,0.0532419793307781,0.0769382119178772,,34.0,6.53542947769165,6.355770587921143,2.152947425842285,1.803929567337036
Slovakia,,,6.390699863433838,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.231731653213501,0.7073143124580383,0.4786492884159088,0.117824986577034,0.0245377719402313,,35.0,6.474996566772461,6.306403160095215,2.09413480758667,1.736467957496643
Estonia,,,6.340799808502197,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2323181629180908,0.7275119423866272,0.68930983543396,0.1229318976402282,0.332884669303894,,36.0,6.415389060974121,6.266210556030273,1.4423422813415527,1.7934857606887815
Panama,,,6.309100151062012,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1065844297409058,0.709470808506012,0.5923488140106201,0.0488565564155578,0.0512900277972221,,37.0,6.464404582977295,6.1537957191467285,2.085679054260254,1.7148849964141846
Brazil,,,6.292799949645996,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0441974401474,0.6145867109298706,0.5463461875915527,0.1310411244630813,0.1342778652906417,,38.0,6.3838210105896,6.201778888702393,2.360506772994995,1.4618858098983765
Guatemala,,,6.262199878692627,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8310883045196533,0.5221021771430969,0.6621544361114502,0.1122329458594322,0.1147893443703651,,39.0,6.460112571716309,6.064287185668945,2.7461655139923096,1.2736423015594482
Kazakhstan,,,6.234099864959717,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2201673984527588,0.6112638115882874,0.5835369825363159,0.1337936967611313,0.1571413874626159,,40.0,6.329739570617676,6.138460159301758,1.8602371215820312,1.6679818630218506
Cyprus,,,6.220900058746338,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.90931499004364,0.8191651701927185,0.4481463432312011,0.1233266219496727,0.0617797039449214,,41.0,6.320242881774902,6.121557235717773,2.044133186340332,1.8150652647018437
Latvia,,,6.180399894714356,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.220850944519043,0.6374402046203613,0.5020811557769775,0.0752844214439392,0.0904914364218711,,42.0,6.255204200744629,6.105595588684082,1.9226579666137693,1.731594204902649
Serbia,,,6.177999973297119,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.085569143295288,0.6583009362220764,0.5458604693412781,0.2186394184827804,0.088397316634655,,43.0,6.293776035308838,6.0622239112854,2.031452178955078,1.5497493743896484
Chile,,,6.171800136566162,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.079747200012207,0.7484585046768188,0.4600219428539276,0.1236724182963371,0.0685937702655792,,44.0,6.261715412139893,6.081884860992432,2.0399889945983887,1.651358127593994
Nicaragua,,,6.164599895477295,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.029070258140564,0.6165152192115784,0.6167458891868591,0.167807787656784,0.2118580937385559,,45.0,6.311975955963135,6.017223834991455,2.417887687683105,1.104727864265442
Mexico,,,6.127600193023682,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8856733441352844,0.6230612993240356,0.6213710308074951,0.0918761864304542,0.1152277290821075,,46.0,6.23797082901001,6.0172295570373535,2.23891019821167,1.5515265464782717
Croatia,,,6.125199794769287,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1832774877548218,0.7087388634681702,0.5346104502677917,0.1091454401612281,0.0,,47.0,6.228540420532227,6.021859169006348,1.884073257446289,1.7053600549697876
Poland,,,6.122799873352051,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1735914945602417,0.7116442322731018,0.5229921340942383,0.1241771504282951,0.1401177197694778,,48.0,6.205459117889404,6.040140628814697,1.692728042602539,1.757504105567932
El Salvador,,,6.119999885559082,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.7678723931312561,0.6068511605262756,0.6659149527549744,0.0886755809187889,0.2118375748395919,,49.0,6.249633312225342,5.990366458892822,2.5139522552490234,1.2648930549621582
Kuwait,,,6.106100082397461,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9832875728607178,0.7470964789390564,0.6173350811004639,0.0869541987776756,0.1466420590877533,,50.0,6.235341548919678,5.976858615875244,1.6209392547607422,1.903865098953247
Hungary,,,6.085899829864502,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.2325856685638428,0.6676573753356934,0.48464435338974,0.0776904374361038,0.0638839751482009,,51.0,6.18712854385376,5.984671115875244,1.8116374015808103,1.747837781906128
Mauritius,,,6.071100234985352,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1163902282714844,0.5675454139709473,0.5894469022750854,0.1308534890413284,0.1069611832499504,,52.0,6.184289455413818,5.957911014556885,1.9688191413879397,1.5911095142364502
Uzbekistan,,,6.062699794769287,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.091555953025818,0.5997484922409058,0.7156714200973511,0.2831294536590576,0.2404218465089798,,53.0,6.177520751953125,5.947878837585449,1.913071632385254,1.2191461324691772
Japan,,,6.038899898529053,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0893537998199463,0.8660697937011719,0.5365419387817383,0.0071665430441498,0.2181957960128784,,54.0,6.118530750274658,5.959269046783447,1.4870305061340332,1.8345048427581787
Honduras,,,6.02209997177124,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8850036859512329,0.5545865297317505,0.5821523070335388,0.2019959390163421,0.0764882862567901,,55.0,6.189366817474365,5.854833126068115,2.610586404800415,1.1112792491912842
Portugal,,,6.016300201416016,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.078463077545166,0.7766397595405579,0.6546880602836609,0.0163303520530462,0.0391657724976539,,56.0,6.121967315673828,5.910633087158203,1.6911158561706543,1.759892225265503
Argentina,,,5.9670000076293945,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.101975917816162,0.6619763970375061,0.5553756952285767,0.0805148184299469,0.0849260315299034,,57.0,6.089666843414307,5.844333171844482,1.8905558586120603,1.5916556119918823
Greece,,,5.948200225830078,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.980382800102234,0.773688793182373,0.2491647452116012,0.014922902919352,0.1083365604281425,,58.0,6.043491363525391,5.852909088134766,2.1185991764068604,1.7030614614486694
"Korea, Republic of",,,5.935100078582764,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8857672810554504,0.8414944410324097,0.4138626456260681,0.111005038022995,0.1760652810335159,,59.0,6.020747184753418,5.849452972412109,1.6558270454406738,1.8510887622833248
Philippines,,,5.903600215911865,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9119067192077636,0.5139776468276978,0.6784930229187012,0.1072913482785224,0.1416739821434021,,60.0,6.007111549377441,5.800088882446289,2.282597780227661,1.2676912546157837
Thailand,,,5.891200065612793,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0955945253372192,0.6968042850494385,0.6166512966156006,0.3209993243217468,0.0260370820760726,,61.0,5.994006633758545,5.788393497467041,1.6001362800598145,1.5350263118743896
"Moldova, Republic of",,,5.856800079345703,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0084724426269531,0.596850574016571,0.5612049102783203,0.1023062691092491,0.0284885745495557,,62.0,5.948091983795166,5.76550817489624,2.142107963562012,1.4173669815063477
Jamaica,,,5.849599838256836,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0448073148727417,0.6461374759674072,0.5668863654136658,0.0796772912144661,0.0526792518794536,,63.0,6.023430347442627,5.675769329071045,2.16361927986145,1.2958128452301023
Kyrgyzstan,,,5.828499794006348,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.109461784362793,0.6379151344299316,0.6930596232414246,0.2081545740365982,0.0247791018337011,,64.0,5.915742874145508,5.741256713867188,2.086512804031372,1.0685728788375854
Belarus,,,5.821499824523926,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.15654194355011,0.6288302540779114,0.3418358862400055,0.0395503975450992,0.2820110619068146,,65.0,5.950403690338135,5.692595958709717,1.8107380867004397,1.5619453191757202
Colombia,,,5.780600070953369,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9286164045333862,0.720436155796051,0.5450152158737183,0.0871150940656662,0.0767243728041648,,66.0,5.902648448944092,5.658551692962647,1.970946311950684,1.451734185218811
Bosnia and Herzegovina,,,5.76800012588501,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0680179595947266,0.6648434996604919,0.4481370151042938,0.2439352571964264,0.0055048023350536,,67.0,5.876588821411133,5.659411430358887,1.8692753314971924,1.4682552814483645
Mongolia,,,5.760700225830078,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1974509954452517,0.4672314524650574,0.3978268206119537,0.2471412122249603,0.0592393577098846,,68.0,5.845310211181641,5.676090240478516,1.998868703842163,1.3929768800735474
Dominican Republic,,,5.737199783325195,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.002897024154663,0.5767497420310974,0.606073796749115,0.0840449705719947,0.1786682456731796,,69.0,5.873368263244629,5.601031303405762,1.7512781620025637,1.5375359058380127
Malaysia,,,5.711299896240234,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9376586079597472,0.6198279857635498,0.6542719006538391,0.2131580561399459,0.1256491988897323,,70.0,5.84495210647583,5.577647686004639,1.4714970588684082,1.68926203250885
"Bolivia, Plurinational State of",,,5.600299835205078,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8798621296882629,0.5552874207496643,0.6268607378005981,0.1116298735141754,0.064180664718151,,71.0,5.709324359893799,5.491275310516357,2.1067111492156982,1.2558046579360962
China,,,5.585299968719482,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9583731293678284,0.7045094966888428,0.656482458114624,0.0992905125021934,0.1422563195228576,,72.0,5.65028190612793,5.520318031311035,1.5159173011779783,1.5084460973739624
Paraguay,,,5.5782999992370605,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1302772760391235,0.6244637966156006,0.6288774609565735,0.1712423712015152,0.0593643449246883,,73.0,5.689180374145508,5.467419624328613,1.555448055267334,1.4085841178894043
Peru,,,5.559100151062012,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8646109104156494,0.7348531484603882,0.5452592372894287,0.0895951017737388,0.0369969941675663,,74.0,5.679129123687744,5.439071178436279,1.8903138637542725,1.3974946737289429
Montenegro,,,5.546800136566162,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0233640670776367,0.6590551137924194,0.460230141878128,0.1347978413105011,0.0770100206136703,,75.0,5.681033611297607,5.412566661834717,1.6189701557159424,1.5733555555343628
Ecuador,,,5.533299922943115,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.87916100025177,0.708149254322052,0.5647234916687012,0.0803212076425552,0.0831145420670509,,76.0,5.653061389923096,5.413538455963135,1.8661065101623533,1.3516987562179563
Viet Nam,,,5.485000133514404,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9315484166145324,0.6108152866363525,0.7069714069366455,0.1429642289876938,0.1053376868367195,,77.0,5.570312023162842,5.399688243865967,1.7350594997406006,1.2522993087768557
Turkmenistan,,,5.474299907684326,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.3189550638198853,0.5163330435752869,0.6489843726158142,0.3142988681793213,0.031604629009962,,78.0,5.578002452850342,5.370597362518311,1.159811019897461,1.4843127727508545
Cyprus,,,5.466599941253662,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8880544304847717,0.8191651701927185,0.5226932764053345,0.1302663087844848,0.2130328565835952,,79.0,5.608694076538086,5.324505805969238,1.0783376693725586,1.8150652647018437
Russian Federation,,,5.458600044250488,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0951956510543823,0.5862349271774292,0.4014016687870025,0.1172282844781875,0.0798202380537986,,80.0,5.525054454803467,5.39214563369751,1.4940247535705566,1.6847054958343506
China,,,5.424799919128418,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.9542672038078308,0.9418286681175232,0.4003404676914215,0.1467223614454269,0.3827511966228485,,81.0,5.501148700714111,5.348451137542725,0.6415553092956543,1.957329511642456
Armenia,,,5.398600101470947,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8199043869972229,0.6681329011917114,0.5576069951057434,0.0544901303946971,0.2099013030529022,,82.0,5.519479751586914,5.2777204513549805,1.6544222831726074,1.4341225624084473
Tajikistan,,,5.377099990844727,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0051751136779783,0.517663836479187,0.571535587310791,0.1175773963332176,0.3039129674434662,,83.0,5.467547416687012,5.286652565002441,1.8947632312774656,0.9664257168769836
Nepal,,,5.376500129699707,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.7837649583816528,0.4992280006408691,0.5185115337371826,0.2367559224367141,0.1298040598630905,,84.0,5.501927852630615,5.251072406768799,2.223912239074707,0.9844930171966552
Bulgaria,,,5.3709001541137695,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.1628960371017456,0.6403149962425232,0.562840461730957,0.1232745125889778,0.0212211403995752,,85.0,5.485105991363525,5.256694316864014,1.2354192733764648,1.6249457597732544
Libya,,,5.3302001953125,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.94259375333786,0.6057538390159607,0.4765428602695465,0.1059591025114059,0.1794342100620269,,86.0,5.542899131774902,5.117501258850098,1.5441625118255615,1.475775957107544
Indonesia,,,5.23960018157959,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.882904052734375,0.5392173528671265,0.6202617883682251,0.4679258465766907,0.0472941920161247,,87.0,5.340527534484863,5.138672828674316,1.3000507354736328,1.3819719552993774
Ivory Coast,,,5.234600067138672,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.4424029290676117,0.3223756849765777,0.4510815739631653,0.1489081233739853,0.123703196644783,,88.0,5.384376049041748,5.084824085235596,2.6520802974700928,1.094041109085083
North Macedonia,,,5.198999881744385,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.8626294136047363,0.6373797059059143,0.48750039935112,0.2151232212781906,0.0310017652809619,,89.0,5.303180694580078,5.094819068908691,1.460712194442749,1.5046250820159912
Albania,,,5.198800086975098,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.6457356810569763,0.7189506888389587,0.5109162330627441,0.1383862644433975,0.0283806268125772,,90.0,5.321238040924072,5.076362133026123,1.717909812927246,1.4385340213775637
South Africa,,,5.193900108337402,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.0882340669631958,0.3612483143806457,0.4421205520629883,0.0888658091425895,0.0460397340357303,,91.0,5.315114498138428,5.072685718536377,1.7424719333648682,1.424950122833252
Azerbaijan,,,5.173399925231934,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,1.093034744262695,0.5596011877059937,0.6008951663970947,0.0234291162341833,0.3406610190868377,,92.0,5.265279769897461,5.081520080566406,1.097789287567139,1.4579789638519287
Gambia,,,5.163599967956543,,,,,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,0.6205543279647827,0.3692214488983154,0.3673870265483856,0.3880315721035003,0.1025319993495941,,93.0,5.408836841583252,4.918363094329834,2.5310704708099365,0.7848303318023682
